"Frontiers of the new economic geography";"15007231036342430081";"2005"
" What Darwin got wrong";"6710519202148309843";"2011"
"Spemann's organizer and self-regulation in amphibian embryos";"545531978194693016";"2006"
"Hypothesis for origin of planktonic patchiness";"4091449355226179102";"1976"
"Asymmetric spike patterns for the one-dimensional Gierer–Meinhardt model: equilibria and stability";"3935504251742606162";"2002"
" Single-molecule microscopy reveals plasma membrane microdomains created by protein-protein networks that exclude or trap signaling molecules in T cells";"4413200877319878282";"2005"
" The knowledge-based economy: Modeled, measured, simulated";"5013844012188555573";"2006"
" Linear and nonlinear programming";"16832975692278162689";"2015"
" Theory and applications of partial functional differential equations";"1441944168536777582";"2012"
"An auxin-driven polarized transport model for phyllotaxis";"11370456645987719174";"2006"
" Geosimulation: Automata-based modeling of urban phenomena";"1244859279975364799";"2004"
"Activators and inhibitors in pattern formation";"6131695606595953530";"1978"
" Self-organization in sensor and actor networks";"8738892105804407624";"2008"
"Biomechanics of growth, remodeling, and morphogenesis";"2756915294001729238";"1995"
" Analytical physiology of cells and developing organisms";"18169992319770697764";"1976"
"Dash waves in a reaction-diffusion system";"2319089531380053203";"2003"
" Синергетика и прогнозы будущего";"14529595120518607980";"1997"
"The consequences of imperfect mixing in autocatalytic chemical and biological systems";"6761350468372020375";"1995"
"Morphogen gradients: from generation to interpretation";"14814391172821725446";"2011"
"From the dynamics of population autowaves generated by living cells to neuroinformatics";"15254993937722330177";"1994"
" Anisotropic diffusion in image processing";"16412060525204300474";"1998"
"Tissue assembly and organization: developmental mechanisms in microfabricated tissues";"10278382430101989719";"2009"
"Can transcription factors function as cell–cell signalling molecules?";"16050976058960604950";"2003"
"Simple and superlattice Turing patterns in reaction–diffusion systems: bifurcation, bistability, and parameter collapse";"469145027735244175";"2000"
"Scale-dependent feedback and regular spatial patterns in young mussel beds";"13646524140843817668";"2005"
"The induction of bone formation by coral-derived calcium carbonate/hydroxyapatite constructs";"5439288501609412279";"2009"
" A Case Study on the Critical Role of Geometric Regularity in Machine Learning.";"13393290260404221039";"2008"
"What geometric visual hallucinations tell us about the visual cortex";"5402192390362189339";"2002"
"Temporal cavity solitons in one-dimensional Kerr media as bits in an all-optical buffer";"3829419329102047479";"2010"
"On a variety of wave phenomena in chemical reactions";"10926409138350230574";"1974"
" Architectural patterns in branching morphogenesis in the kidney";"5596942348460831027";"1998"
" Theoretical neuroscience";"3210878504475161354";"2001"
"Modeling seashells";"16941605786605244496";"1992"
"Waves that appear from nowhere and disappear without a trace";"12673604310264148100";"2009"
"A review of particle swarm optimization. Part I: background and development";"7623709137007960863";"2007"
"Resonant suppression of Turing patterns by periodic illumination";"640118540281727455";"2001"
" Cultural recycling of cortical maps";"15398423780008898232";"2007"
"A taxonomy for artificial embryogeny";"8703676035462970269";"2003"
"Pattern formation properties of autonomous cellular neural networks";"11993331599261692484";"1995"
"Mechanical modulation of osteochondroprogenitor cell fate";"14664921120097226223";"2008"
"Spikes for the two-dimensional Gierer-Meinhardt system: the weak coupling case";"15005790681115811189";"2001"
" L systems";"3509830122995859343";"1974"
"Pattern formation in a passive Kerr cavity";"1002044061210939870";"1994"
" An introduction to nonlinear chemical dynamics: oscillations, waves, patterns, and chaos";"1592708129656637594";"1998"
"Size adaptation of Turing prepatterns";"13209578549243849257";"1988"
" Patterns and waves: The theory and applications of reaction-diffusion equations";"2508831553831814166";"1991"
"Imaging of spatial pattern formation in an oscillatory surface reaction by scanning photoemission microscopy";"2834774889051604481";"1989"
"Sequential emergence of the evenly spaced microchaetes on the notum of Drosophila";"9498789230290044377";"1993"
" Real-time cloud simulation and rendering";"7929015732529872896";"2003"
" Generation of robust left-right asymmetry in the mouse embryo requires a self-enhancement and lateral-inhibition system";"207376018942168895";"2006"
"Modelling and simulations of multi-component lipid membranes and open membranes via diffuse interface approaches";"7498014251319119035";"2008"
" Directions in chaos";"10348829835907059900";"1988"
" Phenomenology of spatio-temporal chaos";"14717853147189299805";"1987"
"Cellular automata and lattice Boltzmann techniques: An approach to model and simulate complex systems";"3233697230684837044";"2002"
" Pollen wall development in flowering plants";"12242682362501355789";"2007"
"Swarm robotics: a review from the swarm engineering perspective";"10050168131659821351";"2013"
" Symmetry, beauty and evolution";"2641796396471210888";"1994"
" A theory of the evolution of development";"15567766839999218561";"1988"
"Adaptationism–how to carry out an exaptationist program";"16433013450520137978";"2002"
"Synthetic biology of minimal systems";"1030336727816248833";"2009"
"Computer simulation of a Mulluscan pigmentation pattern";"14733957866215246745";"1969"
"Excitability, wave reflection, and wave splitting in a cubic autocatalysis reaction-diffusion system";"10994943529129071800";"1994"
"Physics of reaction waves";"10037174119246440739";"1999"
" Mathematical problems in the biological sciences";"16292854832362454734";"1973"
"WNT and DKK determine hair follicle spacing through a reaction-diffusion mechanism";"4696232666873539249";"2006"
"Pattern formation in the one-dimensional Gray-Scott model";"14250234455641721124";"1997"
"Reaction–diffusion waves in biology";"7584417806066311130";"2009"
"Genetics of morphogen gradients";"8727279378535418395";"2001"
" Patterns and interfaces in dissipative dynamics";"2320189654644615616";"2006"
"Complex adaptive systems: exploring the known, the unknown and the unknowable";"12561013931811860007";"2003"
"Theory of electrochemical pattern formation";"4223638368979405311";"2002"
"Genetics and evolution of pigment patterns in fish";"5490898748056239371";"2004"
"Generation of spatially periodic patterns by a mechanical instability: a mechanical alternative to the Turing model";"17444188982831225587";"1984"
" Biolingüística";"8364431317729174056";"2002"
"From snowflake formation to growth of bacterial colonies: Part I. Diffusive patterning in azoic systems";"1545423335844200963";"1993"
"Confined Turing patterns in growing systems";"9500010518278649173";"1997"
" Comparative genetics of coat colour in mammals.";"1052534091874875752";"1968"
"Multiplicity, stability, and sensitivity of states in chemically reacting systems—a review";"14246646705131852616";"1975"
" Alan M. Turing: Centenary Edition";"17339205602802793906";"2012"
"A hypercube-based encoding for evolving large-scale neural networks";"5870589580018203360";"2009"
"Changes in the shape of the developing vertebrate nervous system analyzed experimentally, mathematically and by computer simulation";"10538044003538952059";"1976"
"Chemical waves";"4863660113049197473";"1998"
" Singularity in polarization: rewiring yeast cells to make two buds";"8078692245015036427";"2009"
"Waves and patterns in reaction–diffusion systems. Belousov–Zhabotinsky reaction in water-in-oil microemulsions";"17308864080571168010";"2004"
"A unity underlying the different zebra striping patterns";"5865167343391970163";"1977"
"From classical models of morphogenesis to agent-based models of pattern formation";"15400702050174376762";"1997"
"Tissue adaptation as a dynamical process far from equilibrium";"3770965001587867536";"1996"
" Autologous morphogen gradients by subtle interstitial flow and matrix interactions";"7184039251203835226";"2006"
"Differential diffusivity of Nodal and Lefty underlies a reaction-diffusion patterning system";"1615666336926395977";"2012"
" Spatial ecology via reaction-diffusion equations";"1111632047427303221";"2004"
"Electrons in glass";"3367109984415171868";"1978"
"Stable particle-like solutions to the nonlinear wave equations of three-dimensional excitable media";"11946149468782139800";"1990"
" Qualitative analysis of predator-prey models with Beddington-DeAngelis functional response and diffusion";"523870585922006367";"2005"
" Structures of discrete event simulation: an introduction to the engagement strategy";"13336067511598678325";"1988"
"Growing models of vertebrate limb development";"9017954077591475966";"2009"
"The prestalk-prespore pattern in cellular slime molds";"8096702421438163003";"1979"
" Introduction to thermodynamics of irreversible processes";"4161350727161548811";"1967"
" Statistical decision theory and biological vision";"7817123118894898460";"2002"
" Cellular automaton modeling of biological pattern formation: characterization, applications, and analysis";"6478827753536731363";"2007"
"On partial contraction analysis for coupled nonlinear oscillators";"2195115703797268837";"2005"
" Population ecology: first principles";"16138954967283411940";"2013"
"Secondary cell wall patterning during xylem differentiation";"7858253128243999140";"2012"
"Emergent patterns of growth controlled by multicellular form and mechanics";"13811095492503162320";"2005"
"STABILITY AND DISSIPATIVE STRUCTURESIN (HHHQSYSTHWS FAR FROM EQUILIBRIUM";"3608871531937503957";"2009"
"Heterocyst metabolism and development";"6744524704500112651";"1994"
" Fractal reaction kinetics";"3445684064182307563";"1988"
"Asymptotic states for equations of reaction and diffusion";"2235761863860405470";"1978"
"The role of geography in development";"6840504980569978926";"1999"
"Impact of surface science on the understanding of kinetics of heterogeneous catalytic reactions";"676328253714374712";"2002"
"Formation of Self‐Organized Dynamic Structure Patterns of Barium Carbonate Crystals in Polymer‐Controlled Crystallization";"17623448699602787018";"2006"
"Network modeling of signal transduction: establishing the global view";"2089873135697503951";"2008"
"Wave-induced chemical chaos";"12170887801389116461";"1996"
" The mathematics of diffusion";"7628735846089329434";"2011"
"Triple Helix indicators of knowledge-based innovation systems: Introduction to the special issue";"12526420939608123279";"2006"
"Directional sensing in eukaryotic chemotaxis: a balanced inactivation model";"18386625804483054886";"2006"
"Cell lineage in the development of the leech nervous system";"15535489262955209135";"1981"
" Topics in nonlinear dynamics: Applications to physics, biology and economic systems";"2983482256349515936";"1997"
"Directed diffusion for wireless sensor networking";"7301927131588407878";"2003"
"On the mechanochemical theory of biological pattern formation with application to vasculogenesis";"16912935561853367604";"2003"
"Hopf bifurcation with dihedral group symmetry-Coupled nonlinear oscillators";"7424169324801648957";"1986"
" Self-organization of dynein motors generates meiotic nuclear oscillations";"15315361671687720294";"2009"
"Tissue growth and remodeling";"13074840402105092039";"2004"
"A stochastic analysis of first-order reaction networks";"12017312668966446782";"2005"
" CNN: A paradigm for complexity";"6459060540473482773";"1998"
" Bone morphogenetic protein: the molecularization of skeletal system development";"3528522379027870022";"1997"
"Control of Drosophila body pattern by the hunchback morphogen gradient";"318644950813397388";"1992"
"Generation of a novel wing colour pattern by the Wingless morphogen";"7158408450265643818";"2010"
" The emergence of life: from chemical origins to synthetic biology";"7167991830041674038";"2016"
" Modeling complex systems";"10773625730035425170";"2010"
"Generation of biological patterns and form: some physical, mathematical, and logical aspects";"2925497822999266831";"1981"
"Singularly perturbed elliptic equations with symmetry: existence of solutions concentrating on spheres, Part I";"9148015984697429572";"2003"
"Neuronal models of cognitive functions";"7745894097306136627";"1989"
" Modeling dynamic phenomena in molecular and cellular biology";"11936665713937296151";"1984"
" Generation of diverse biological forms through combinatorial interactions between tissue polarity and growth";"16368311614974574788";"2011"
"Diffusion-driven front instabilities in the chlorite–tetrathionate reaction";"7678827829085716594";"1998"
"Cellular neural networks";"13041696404137488321";"2002"
"Morphogen transport";"12242664707630487300";"2013"
"Self-organization in active distributed media: scenarios for the spontaneous formation and evolution of dissipative structures";"16990136578587038979";"1990"
" A cationic cesium continuum in zeolite X";"15951355881038277574";"1993"
"Pattern formation in a ferroin‐bromate system";"3626810661590538058";"1980"
" Consciousness and the brain: Deciphering how the brain codes our thoughts";"12462321787823490612";"2014"
"Leaf vascular pattern formation.";"6680713279816544077";"1997"
"Autonomous evolution of topographic regularities in artificial neural networks";"7399482787388504564";"2010"
"Modeling and computational analysis of EGF receptor-mediated cell communication in Drosophila oogenesis";"17043284951699694083";"2002"
"Transverse dynamics in cavity nonlinear optics (2000–2003)";"6381360511380490391";"2004"
" Mathematics in nature: Modeling patterns in the natural world";"12885956613866208456";"2006"
" Nonlinear partial differential equations for scientists and engineers";"3525754697662819418";"2011"
" Dynamics of Cdc42 network embodies a Turing‐type mechanism of yeast cell polarity";"4989812212403762183";"2008"
"A simple embedding method for solving partial differential equations on surfaces";"15295033552399245159";"2008"
"Polarization of PAR proteins by advective triggering of a pattern-forming system";"17982914671885099509";"2011"
"An introduction to collective intelligence";"4862331548185943939";"1999"
"Nonlinear chemical dynamics";"7239707770391476422";"2003"
"Generating textures on arbitrary surfaces using reaction-diffusion";"13684984075002679808";"1991"
"Establishment of vertebrate left–right asymmetry";"7739159454534429920";"2002"
" The development of Dictyostelium discoideum";"16069688916409331429";"2012"
"Existence of Turing instabilities in a two-species fractional reaction-diffusion system";"7004828261426902384";"2002"
" How the body shapes the way we think: a new view of intelligence";"7564558883335743996";"2006"
" Embryonic dorsal-ventral signaling: secreted frizzled-related proteins as inhibitors of tolloid proteinases";"2306097637854815486";"2006"
"Biological switches and clocks";"14207614829695894788";"2008"
"Pattern formation by a cell surface-associated morphogen in Myxococcus xanthus";"14474656554622735199";"2002"
" Numerical bifurcation analysis for reaction-diffusion equations";"12976747871834576639";"2013"
" Practical bifurcation and stability analysis";"6814986126790755226";"2009"
" Non-constant positive steady states of the Sel'kov model";"9477730817985987119";"2003"
" Physical mechanisms for chemotactic pattern formation by bacteria";"10145172371604719197";"1998"
" Chaos: from simple models to complex systems";"3230529373771082113";"2010"
"Models for cell differentiation and generation of polarity in diffusion-governed morphogenetic fields";"333631459043701489";"1975"
"Gene expression time delays and Turing pattern formation systems";"736123284958241287";"2006"
" The dynamic architecture of a developing organism";"4271541285344229137";"1998"
"Self-organization induced by the differential flow of activator and inhibitor";"15121621898325960303";"1993"
"Concentration at curves for a singularly perturbed Neumann problem in three-dimensional domains";"3911873190463315150";"2005"
"Cell polarity: quantitative modeling as a tool in cell biology";"7415229286913108644";"2012"
"Dynamical mechanisms for skeletal pattern formation in the vertebrate limb";"13341685643568399463";"2004"
"Oscillatory chemical reactions";"7480263095825746034";"1974"
"Regulation of cellular differentiation in filamentous cyanobacteria in free-living and plant-associated symbiotic growth states";"477368284676765458";"2002"
" The dynamics of cellular motility";"2472626394672959235";"1992"
"The calculi of emergence: computation, dynamics and induction";"14841995840004480666";"1994"
"Spatial periodic forcing of Turing structures";"12291851727320524270";"2001"
"Fossil evidence on the evolution of the neocortex";"39253129762220637";"1990"
"Control of vertebral number in teleosts-an embryological problem";"17054412543818340783";"1970"
" Asymmetry, developmental stability and evolution";"6743569391152670534";"1997"
"Tissue morphogenesis and regeneration by bone morphogenetic proteins.";"17105838655967345851";"1998"
"Turing patterns in CNNs. I. Once over lightly";"10337765458469037760";"1995"
"Symbolic reachable set computation of piecewise affine hybrid automata and its application to biological modelling: Delta-Notch protein signalling";"8602818052329767430";"2004"
"Pattern formation arising from interactions between Turing and wave instabilities";"5353451117988919766";"2002"
"Cooperative frequency locking and stationary spatial structures in lasers";"1226087301526211007";"1988"
"Stability analysis of the spatiotemporal Lugiato-Lefever model for Kerr optical frequency combs in the anomalous and normal dispersion regimes";"16393894522462739666";"2014"
"Two-stage Turing model for generating pigment patterns on the leopard and the jaguar";"13771661687057499339";"2006"
"Pattern formation in ecological communities";"5482942229914009047";"1978"
"Spatially induced bifurcations in single-species population dynamics";"1795540524432545140";"1994"
"Co-operative components, spatial localization and oscillatory cellular dynamics";"5307438539568396351";"1972"
" The way of the cell: molecules, organisms, and the order of life";"4518200451496032380";"2001"
"On multiscale approaches to three-dimensional modelling of morphogenesis";"17303845251728103746";"2005"
"Bifurcation and symmetry breaking in applied mathematics";"2862241270461007446";"1980"
"Pattern specification and realization in photomorphogenesis";"11679631019073784291";"1983"
"Social-ecological systems as complex adaptive systems: modeling and policy implications";"11205626161383303540";"2013"
" A simple DNA gate motif for synthesizing large-scale circuits";"15223136642774173927";"2011"
"Local versus global interactions in nonequilibrium transitions: A model of social dynamics";"9866553145210418256";"2006"
"Some population genetic consequences of colony formation and extinction: genetic correlations within founding groups";"13651487479342267315";"1990"
"Interacting pulses in three-component reaction-diffusion systems on two-dimensional domains";"10204558508604018570";"1997"
"Introduction to general embryology.";"4044128421517943214";"1952"
"Stability results for steady, spatially periodic planforms";"16522236950557371203";"1997"
" Life as we know it";"3499534280727969953";"2013"
"A chemical approach to designing Turing patterns in reaction-diffusion systems.";"18168807674253384557";"1992"
"Robust adaptive fuzzy tracking control for a class of perturbed strict-feedback nonlinear systems via small-gain approach";"9595309361038167632";"2005"
"Turing patterns in the Lengyel-Epstein system for the CIMA reaction";"6403361587572291892";"2005"
" Catastrophe theory and bifurcation: applications to urban and regional systems";"11054301228358804181";"2011"
" Instabilities and catastrophes in science and engineering";"9395675791513415921";"1982"
" Philosophy of experimental biology";"13134172164558544664";"2004"
" The Turing model comes of molecular age";"14429934387255429756";"2006"
" Diffusion and ecological problems: modern perspectives";"6969636615757314288";"2013"
"Canalization without flux sensors: a traveling-wave hypothesis";"3144621889716021208";"2007"
" Direct and long-range action of a DPP morphogen gradient";"12276751753019390711";"1996"
" Mechanisms of ectodermal organogenesis";"913146586063716765";"2003"
" The major transitions in evolution";"3449394561847421008";"1997"
" Image processing and analysis: variational, PDE, wavelet, and stochastic methods";"11102010226493510396";"2005"
" Dynamic patterns: The self-organization of brain and behavior";"5413160784825122782";"1997"
" Self‐organized vegetation patterning as a fingerprint of climate and human impact on semi‐arid ecosystems";"1568963604472591385";"2006"
"Amplitude response of coupled oscillators";"7645007244068690999";"1990"
" Modeling infectious diseases in humans and animals";"11941168631550355328";"2008"
"A next step: Visualizing errors and uncertainty";"4375315347220265389";"2003"
"Localized patterns in reaction-diffusion systems";"16437739491265280067";"2007"
" The brain as a computer";"8017611587023999931";"1962"
"Pattern formation in the presence of symmetries";"18216628397567330079";"1994"
" Математическая биофизика";"2020983470153812585";"1984"
"Analytical treatment of pattern formation in the Gierer-Meinhardt model of morphogenesis";"8335753290252009784";"1978"
"Physiology of regeneration in cormophytes";"8683508513575144855";"1965"
